family_id,condition,exact_overlap,max_similarity
H034,true_role_relational,False,0.5210084033613446
H034,false_plain_direct,False,0.4948453608247423
H034,false_formal_control,False,0.5567010309278351
H034,false_role_relational,False,0.5454545454545454
H035,true_plain_direct,False,0.5263157894736842
H035,true_formal_control,False,0.5714285714285714
H035,true_role_relational,False,0.5769230769230769
H035,false_plain_direct,False,0.4835164835164835
H035,false_formal_control,False,0.5168539325842697
H035,false_role_relational,False,0.5636363636363636
H036,true_plain_direct,False,0.5416666666666666
H036,true_formal_control,False,0.594059405940594
H036,true_role_relational,False,0.5964912280701754
H036,false_plain_direct,False,0.5576923076923077
H036,false_formal_control,False,0.6153846153846154
H036,false_role_relational,False,0.6153846153846154
H037,true_plain_direct,False,0.5822784810126582
H037,true_formal_control,False,0.6428571428571429
H037,true_role_relational,False,0.6597938144329897
H037,false_plain_direct,False,0.5679012345679012
H037,false_formal_control,False,0.627906976744186
H037,false_role_relational,False,0.6666666666666666
H038,true_plain_direct,False,0.5569620253164557
H038,true_formal_control,False,0.5934065934065934
H038,true_role_relational,False,0.6407766990291263
H038,false_plain_direct,False,0.5641025641025641
H038,false_formal_control,False,0.6
H038,false_role_relational,False,0.6470588235294118
H039,true_plain_direct,False,0.6190476190476191
H039,true_formal_control,False,0.54
H039,true_role_relational,False,0.5094339622641509
H039,false_plain_direct,False,0.6410256410256411
H039,false_formal_control,False,0.5531914893617021
H039,false_role_relational,False,0.5
H040,true_plain_direct,False,0.6078431372549019
H040,true_formal_control,False,0.6526315789473685
H040,true_role_relational,False,0.594059405940594
H040,false_plain_direct,False,0.6019417475728155
H040,false_formal_control,False,0.6458333333333334
H040,false_role_relational,False,0.5882352941176471
H041,true_plain_direct,False,0.4722222222222222
H041,true_formal_control,False,0.4788732394366197
H041,true_role_relational,False,0.5617977528089888
H041,false_plain_direct,False,0.4927536231884058
H041,false_formal_control,False,0.5205479452054794
H041,false_role_relational,False,0.5617977528089888
H042,true_plain_direct,False,0.5070422535211268
H042,true_formal_control,False,0.48
H042,true_role_relational,False,0.5494505494505495
H042,false_plain_direct,False,0.5277777777777778
H042,false_formal_control,False,0.46153846153846156
